"Accession"	"Species"	"Length"	"Sequence_Type"	"Host"	"Collection_Date"	"Country.1"	"Country.2"
"1708"	"MN233993"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2012"	Canada	 Nunavut
"1709"	"MN233994"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2013"	Canada	 Nunavut
"1710"	"MN233995"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2013"	Canada	 Nunavut
"1711"	"MN233996"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2013"	Canada	 Nunavut
"1712"	"MN233997"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2013"	Canada	 Nunavut
"1713"	"MN233998"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2014"	Canada	 Nunavut
"1714"	"MN233999"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2015"	Canada	 Nunavut
"1715"	"MN234000"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2015"	Canada	 Nunavut
"1716"	"MN234001"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2015"	Canada	 Nunavut
"1717"	"MN234002"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2015"	Canada	 Nunavut
"1718"	"MN234003"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2015"	Canada	 Nunavut
"1719"	"MN234004"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2015"	Canada	 Nunavut
"1720"	"MN234005"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2015"	Canada	 Nunavut
"1721"	"MN234006"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2015"	Canada	 Nunavut
"1722"	"MN234007"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2016"	Canada	 Nunavut
"1723"	"MN234008"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2017"	Canada	 Nunavut
"1724"	"MN234009"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2017"	Canada	 Nunavut
"1725"	"MN234010"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2017"	Canada	 Nunavut
"1726"	"MN234011"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2017"	Canada	 Nunavut
"1727"	"MN234012"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2017"	Canada	 Nunavut
"1728"	"MF143256"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Noyan, Le Haut-Richelieu, QC
"1729"	"MF143273"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Noyan, Le Haut-Richelieu, QC
"1730"	"MF143360"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Noyan, Le Haut-Richelieu, QC
"1731"	"MF143362"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Noyan, Le Haut-Richelieu, QC
"1732"	"MF143364"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Noyan, Le Haut-Richelieu, QC
"1733"	"MF143267"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Noyan, Brome-Missisquoi, QC
"1734"	"MF143268"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Noyan, Brome-Missisquoi, QC
"1735"	"MN233947"	"Rabies lyssavirus"	11926	"GenBank"	"Ursus maritimus"	"1990"	Canada	 Northern Territories
"1736"	"MN233948"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1990"	Canada	 Northern Territories
"1737"	"MN233949"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1990"	Canada	 Northern Territories
"1738"	"MN233950"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1992"	Canada	 Northern Territories
"1739"	"MN233951"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1993"	Canada	 Northern Territories
"1740"	"MN233952"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1993"	Canada	 Northern Territories
"1741"	"MN233953"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1993"	Canada	 Northern Territories
"1742"	"MN233954"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1993"	Canada	 Northern Territories
"1743"	"MN233955"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1993"	Canada	 Northern Territories
"1744"	"MN233956"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1993"	Canada	 Northern Territories
"1745"	"MN233957"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1993"	Canada	 Northern Territories
"1746"	"MN233958"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1994"	Canada	 Northern Territories
"1747"	"MN233959"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"1997"	Canada	 Northern Territories
"1748"	"MN233960"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1998"	Canada	 Northern Territories
"1749"	"MN233961"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2000"	Canada	 Northern Territories
"1750"	"MN233962"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2000"	Canada	 Northern Territories
"1751"	"MN233963"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2001"	Canada	 Northern Territories
"1752"	"MN233964"	"Rabies lyssavirus"	11927	"GenBank"	"Canis lupus familiaris"	"2005"	Canada	 Northern Territories
"1753"	"MN233965"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2006"	Canada	 Northern Territories
"1754"	"MN233966"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2006"	Canada	 Northern Territories
"1755"	"MN233967"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2007"	Canada	 Northern Territories
"1756"	"MN233968"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2008"	Canada	 Northern Territories
"1757"	"MN233969"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2008"	Canada	 Northern Territories
"1758"	"MN233970"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2012"	Canada	 Northern Territories
"1759"	"MN233971"	"Rabies lyssavirus"	11927	"GenBank"	"Canis lupus familiaris"	"2012"	Canada	 Northern Territories
"1760"	"MN233972"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2012"	Canada	 Northern Territories
"1761"	"MN233973"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2013"	Canada	 Northern Territories
"1762"	"MN233906"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"1996"	Canada	 Newfoundland and Labrador
"1763"	"MN233907"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"1996"	Canada	 Newfoundland and Labrador
"1764"	"MN233908"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"1996"	Canada	 Newfoundland and Labrador
"1765"	"MN233909"	"Rabies lyssavirus"	11927	"GenBank"	"Vulpes vulpes"	"1996"	Canada	 Newfoundland and Labrador
"1766"	"MN233910"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"1996"	Canada	 Newfoundland and Labrador
"1767"	"MN233911"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"1996"	Canada	 Newfoundland and Labrador
"1768"	"MN233912"	"Rabies lyssavirus"	11927	"GenBank"	"Vulpes vulpes"	"1996"	Canada	 Newfoundland and Labrador
"1769"	"MN233913"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2002"	Canada	 Newfoundland and Labrador
"1770"	"MN233914"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2002"	Canada	 Newfoundland and Labrador
"1771"	"MN233915"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2002"	Canada	 Newfoundland and Labrador
"1772"	"MN233916"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2003"	Canada	 Newfoundland and Labrador
"1773"	"MN233917"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2003"	Canada	 Newfoundland and Labrador
"1774"	"MN233918"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2003"	Canada	 Newfoundland and Labrador
"1775"	"MN233919"	"Rabies lyssavirus"	11927	"GenBank"	"Vulpes vulpes"	"2003"	Canada	 Newfoundland and Labrador
"1776"	"MN233920"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2004"	Canada	 Newfoundland and Labrador
"1777"	"MN233921"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2004"	Canada	 Newfoundland and Labrador
"1778"	"MN233922"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2004"	Canada	 Newfoundland and Labrador
"1779"	"MN233923"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2004"	Canada	 Newfoundland and Labrador
"1780"	"MN233924"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1781"	"MN233925"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1782"	"MN233926"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1783"	"MN233927"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1784"	"MN233928"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1785"	"MN233929"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1786"	"MN233930"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1787"	"MN233931"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1788"	"MN233932"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1789"	"MN233933"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1790"	"MN233934"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1791"	"MN233935"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1792"	"MN233936"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Newfoundland and Labrador
"1793"	"MN233937"	"Rabies lyssavirus"	11926	"GenBank"	"Canis"	"2015"	Canada	 Newfoundland and Labrador
"1794"	"MN233938"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2015"	Canada	 Newfoundland and Labrador
"1795"	"MN233939"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2015"	Canada	 Newfoundland and Labrador
"1796"	"MN233940"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2015"	Canada	 Newfoundland and Labrador
"1797"	"MN233941"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2015"	Canada	 Newfoundland and Labrador
"1798"	"MN233942"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2015"	Canada	 Newfoundland and Labrador
"1799"	"MN233943"	"Rabies lyssavirus"	11926	"GenBank"	"Canis"	"2015"	Canada	 Newfoundland and Labrador
"1800"	"MN233944"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2015"	Canada	 Newfoundland and Labrador
"1801"	"MN233945"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2015"	Canada	 Newfoundland and Labrador
"1802"	"MN233946"	"Rabies lyssavirus"	11926	"GenBank"	"Felis catus"	"2015"	Canada	 Newfoundland and Labrador
"1803"	"MF143259"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Mont-Saint-Gregoire, Brome-Missisquoi, QC
"1804"	"MF143344"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Mont-Saint-Gregoire, Brome-Missisquoi, QC
"1805"	"MF143254"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 McAdam, York, NB
"1806"	"MN233903"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2005"	Canada	 Manitoba
"1807"	"MN233904"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	 Manitoba
"1808"	"MN233905"	"Rabies lyssavirus"	11926	"GenBank"	"Canis lupus familiaris"	"2012"	Canada	 Manitoba
"1809"	"MF143230"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2001"	Canada	 Little Ridge, Charlotte, NB
"1810"	"MF143275"	"Rabies lyssavirus"	11939	"GenBank"	"Mephitidae"	"2008"	Canada	 Henryville, Le Haut-Richelieu, QC
"1811"	"MF143369"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Henryville, Le Haut-Richelieu, QC
"1812"	"MF143223"	"Rabies lyssavirus"	11939	"GenBank"	"Mephitidae"	"2000"	Canada	 Heathland, Charlotte, NB
"1813"	"MF143255"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Hamilton, Hamilton, ON
"1814"	"MF143261"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Frelighsburg, Brome-Missisquoi, QC
"1815"	"MF143348"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Frelighsburg, Brome-Missisquoi, QC
"1816"	"MF143353"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Frelighsburg, Brome-Missisquoi, QC
"1817"	"MF143274"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Farnham, Le Haut-Richelieu, QC
"1818"	"MF143272"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Farnham, Brome-Missisquoi, QC
"1819"	"MF143361"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Farnham, Brome-Missisquoi, QC
"1820"	"MF143365"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Farnham, Brome-Missisquoi, QC
"1821"	"MF143341"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2006"	Canada	 Dunham, Brome-Missisquoi, QC
"1822"	"MF143343"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2006"	Canada	 Dunham, Brome-Missisquoi, QC
"1823"	"MF143231"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2001"	Canada	 Dufferin, Charlotte, NB
"1824"	"MF143271"	"Rabies lyssavirus"	11939	"GenBank"	"Mephitidae"	"2007"	Canada	 Cowansville, Brome-Missisquoi, QC
"1825"	"MF143342"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2006"	Canada	 Cowansville, Brome-Missisquoi, QC
"1826"	"MF143244"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Cooks Lane, Charlotte, NB
"1827"	"MF143232"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2001"	Canada	 Cockerhill, Charlotte, NB
"1828"	"MF143276"	"Rabies lyssavirus"	11939	"GenBank"	"Mephitidae"	"2009"	Canada	 Clarenceville, Le Haut-Richelieu, QC
"1829"	"MF143372"	"Rabies lyssavirus"	11939	"GenBank"	"Mephitidae"	"2009"	Canada	 Clarenceville, Le Haut-Richelieu, QC
"1830"	"MF143250"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Chamcook, Charlotte, NB
"1831"	"MF143242"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Burnt Hill, Charlotte, NB
"1832"	"MF143240"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Bocabec, Charlotte, NB
"1833"	"MF143251"	"Rabies lyssavirus"	11939	"GenBank"	"Mephitidae"	"2015"	Canada	 Bocabec, Charlotte, NB
"1834"	"MF143354"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2007"	Canada	 Bedford, Brome-Missisquoi, QC
"1835"	"MF143238"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Bayside, Charlotte, NB
"1836"	"MF143252"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2015"	Canada	 Bayside, Charlotte, NB
"1837"	"MF143370"	"Rabies lyssavirus"	11939	"GenBank"	"Procyon lotor"	"2008"	Canada	 Ange-Gardien, Rouville, QC
"1838"	"KY026415"	"Rabies lyssavirus"	11924	"GenBank"	"Mephitidae"	"2014"	Canada	
"1839"	"KY026422"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"1999"	Canada	
"1840"	"KY026423"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"1999"	Canada	
"1841"	"KY026424"	"Rabies lyssavirus"	11923	"GenBank"	"Procyon lotor"	"1999"	Canada	
"1842"	"KY026425"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"1999"	Canada	
"1843"	"KY026426"	"Rabies lyssavirus"	11924	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1844"	"KY026427"	"Rabies lyssavirus"	11923	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1845"	"KY026428"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1846"	"KY026429"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1847"	"KY026430"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1848"	"KY026431"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1849"	"KY026432"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1850"	"KY026433"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1851"	"KY026434"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1852"	"KY026435"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1853"	"KY026436"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1854"	"KY026437"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1855"	"KY026438"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1856"	"KY026439"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1857"	"KY026440"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1858"	"KY026441"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1859"	"KY026442"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1860"	"KY026443"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2000"	Canada	
"1861"	"KY026444"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1862"	"KY026445"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1863"	"KY026446"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1864"	"KY026447"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1865"	"KY026448"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1866"	"KY026449"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1867"	"KY026450"	"Rabies lyssavirus"	11925	"GenBank"	"Mephitidae"	"2001"	Canada	
"1868"	"KY026451"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1869"	"KY026452"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1870"	"KY026453"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1871"	"KY026454"	"Rabies lyssavirus"	11926	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1872"	"KY026455"	"Rabies lyssavirus"	11924	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1873"	"KY026456"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1874"	"KY026457"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1875"	"KY026458"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2001"	Canada	
"1876"	"KY026459"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2002"	Canada	
"1877"	"KY026460"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2002"	Canada	
"1878"	"KY026461"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2002"	Canada	
"1879"	"KY026462"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2002"	Canada	
"1880"	"KY026463"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2002"	Canada	
"1881"	"KY026464"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2003"	Canada	
"1882"	"KY026465"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2003"	Canada	
"1883"	"KY026466"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2003"	Canada	
"1884"	"KY026467"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2003"	Canada	
"1885"	"KY026468"	"Rabies lyssavirus"	11926	"GenBank"	"Procyon lotor"	"2003"	Canada	
"1886"	"KY026469"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2003"	Canada	
"1887"	"KY026470"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2003"	Canada	
"1888"	"KY026471"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2003"	Canada	
"1889"	"KY026472"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2003"	Canada	
"1890"	"KY026473"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2004"	Canada	
"1891"	"KY026474"	"Rabies lyssavirus"	11926	"GenBank"	"Procyon lotor"	"2004"	Canada	
"1892"	"KY026475"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2004"	Canada	
"1893"	"KY026476"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2004"	Canada	
"1894"	"KY026477"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"2005"	Canada	
"1895"	"KU198461"	"Rabies lyssavirus"	11927	"GenBank"	"Vulpes lagopus"	"1990"	Canada	
"1896"	"KU198464"	"Rabies lyssavirus"	11927	"GenBank"	"Vulpes lagopus"	"1991"	Canada	
"1897"	"KU198465"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"1992"	Canada	
"1898"	"KU198466"	"Rabies lyssavirus"	11927	"GenBank"	"Vulpes lagopus"	"1993"	Canada	
"1899"	"KU198467"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"1997"	Canada	
"1900"	"KU198468"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2000"	Canada	
"1901"	"KU198469"	"Rabies lyssavirus"	11924	"GenBank"	"Vulpes vulpes"	"2001"	Canada	
"1902"	"KU198470"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2002"	Canada	
"1903"	"KU198472"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2012"	Canada	
"1904"	"KU198473"	"Rabies lyssavirus"	11927	"GenBank"	"Vulpes vulpes"	"2012"	Canada	
"1905"	"KU198474"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2012"	Canada	
"1906"	"KU198475"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2013"	Canada	
"1907"	"KU198476"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes lagopus"	"2013"	Canada	
"1908"	"KU198477"	"Rabies lyssavirus"	11927	"GenBank"	"Vulpes lagopus"	"2013"	Canada	
"1909"	"KU198478"	"Rabies lyssavirus"	11927	"GenBank"	"Vulpes lagopus"	"2013"	Canada	
"1910"	"KU198479"	"Rabies lyssavirus"	11926	"GenBank"	"Vulpes vulpes"	"2014"	Canada	
"1911"	"EU311738"	"Rabies lyssavirus"	11925	"GenBank"	"Procyon lotor"	"1999"	Canada	
"1912"	"KX148242"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1994"	Cameroon	
"1913"	"KX148243"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1987"	Cameroon	
"1914"	"KX148249"	"Rabies lyssavirus"	11802	"GenBank"	"Canis lupus familiaris"	"1998"	Cambodia	
"1915"	"KX148250"	"Rabies lyssavirus"	11802	"GenBank"	"Canis lupus familiaris"	"1999"	Cambodia	
"1916"	"KX148251"	"Rabies lyssavirus"	11802	"GenBank"	"Canis lupus familiaris"	"1998"	Cambodia	
"1917"	"KX148252"	"Rabies lyssavirus"	11802	"GenBank"	"Canis lupus familiaris"	"1999"	Cambodia	
"1918"	"KX148253"	"Rabies lyssavirus"	11802	"GenBank"	"Canis lupus familiaris"	"1998"	Cambodia	
"1919"	"KX148230"	"Rabies lyssavirus"	11803	"GenBank"	"Canis lupus familiaris"	"1995"	Burkina Faso	
"1920"	"KX148234"	"Rabies lyssavirus"	11801	"GenBank"	"Canis lupus familiaris"	"1986"	Burkina Faso	
"1921"	"AB810256"	"Rabies lyssavirus"	11856	"GenBank"	"Sapajus apella"	""	Brazil	Mato Grosso
"1922"	"MK920923"	"Rabies lyssavirus"	11861	"GenBank"	"Potos flavus"	"2010"	Brazil	
"1923"	"KX148109"	"Rabies lyssavirus"	11923	"GenBank"	"Canis lupus familiaris"	"1986"	Brazil	
"1924"	"KX148214"	"Rabies lyssavirus"	11803	"GenBank"	"Canis lupus familiaris"	"1995"	Brazil	
"1925"	"KX148215"	"Rabies lyssavirus"	11803	"GenBank"	"Canis lupus familiaris"	"1995"	Brazil	
"1926"	"KX148216"	"Rabies lyssavirus"	11802	"GenBank"	"Canis lupus familiaris"	"1986"	Brazil	
"1927"	"KX148217"	"Rabies lyssavirus"	11804	"GenBank"	"Canis lupus familiaris"	"1986"	Brazil	
